Story World (old),Story World,Sub Story World,Grade,Subject,Unit,Chapter,Topic,Topic_ID,Concept,concept_code,CooboTitles,Experiments,Feature,Ideation,Assigned to,Scriptwriting,MediaFile,Production,LengthofCoboo,test,Stage
2634,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Animal Husbandry- Animal Farms and Animal Breeding,kglm114,Cross-breeding,KG10274,Food Production: Farming,,,,,3,4,4,2,5,1
2635,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Animal Husbandry- Animal Farms and Animal Breeding,kglm114,Interspecific Hybridisation,KG10275,Food Production: Farming,,,,,4,0,0,0,7,2
2636,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Animal Husbandry- Animal Farms and Animal Breeding,kglm114,Multiple Ovulation Embryo Transfer Technology,KG10276,Food Production: Farming,,,,,2,3,2,4,8,2
2637,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Animal Husbandry- Animal Farms and Animal Breeding,kglm114,Bee Keeping,KG10277,Food Production: Farming,,,,,3,0,0,0,7,3
2638,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Animal Husbandry- Animal Farms and Animal Breeding,kglm114,Fisheries,KG10278,Food Production: Farming,,,,,4,2,0,0,10,3
2639,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Animal Husbandry- Animal Farms and Animal Breeding,kglm114,Blue Revolution,KG10279,Food Production: Farming,,,,,2,0,0,0,6,3
2640,Journey of Food,From Field to Table,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Plant Breeding,KG10280,Food Production: Plant Breeding,,,,,2,1,1,4,10,2
2641,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Green Revolution,KG10281,Food Production: Plant Breeding,,,,,2,1,1,3,6,2
2642,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Selection of Plants,KG10282,Food Production: Plant Breeding,,,,,2,0,0,0,6,2
2643,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Hybridisation in Plants,KG10283,Food Production: Plant Breeding,,,,,3,4,2,2,6,1
2644,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Selection of Parents with Desired Character,KG10284,Food Production: Plant Breeding,,,,,1,1,1,1,10,1
2645,Life,Life Processes,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Emasculation,KG10285,Sexual Reproduction in Flowering Plants,,,,,2,0,0,0,7,4
2646,Life,Life Processes,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Bagging in Hybridisation,KG10286,Sexual Reproduction in Flowering Plants,,,,,4,4,3,3,9,4
2647,Life,Life Processes,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Tagging in Hybridisation,KG10287,Sexual Reproduction in Flowering Plants,,,,,3,2,4,0,6,4
2648,Life,Life Processes,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Pollination,KG10288,Sexual Reproduction in Flowering Plants,,,,,1,1,1,1,9,3
2650,Life,Genes And Us,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Autopolyploidy,KG10290,Variations in Chromosome Number: Polyploidy,,,,,3,1,1,2,5,3
2652,Life,Genes And Us,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Allopolyploidy,KG10292,Variations in Chromosome Number: Polyploidy,,,,,1,1,1,1,6,3
2649,Life,Genes And Us,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Polyploidy in Crop Improvement,KG10289,Variations in Chromosome Number: Polyploidy,,,,,4,3,4,2,9,3
2654,Life,Genes And Us,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Plant Breeding for Disease Resistance,KG10294,Food Production: Plant Breeding,,,,,4,4,4,1,9,3
2655,Life,Genes And Us,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Mutation Breeding,KG10295,Food Production: Plant Breeding,,,,,3,3,4,0,9,3
2656,Life,Genes And Us,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Plant Breeding for Insect Resistance,KG10296,Food Production: Plant Breeding,,,,,1,1,1,1,10,3
2657,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Modern Plant Breeding Programmes,KG10297,Food Production: Plant Breeding,,,,,4,4,1,2,4,1
2659,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Biofortification,KG10299,Food Production: Plant Breeding,,,,,3,0,0,0,10,3
2660,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Single Cell Protein (SCP),kglm118,Single Cell Protein,KG10300,Food Production: Plant Breeding,,,,,1,1,1,1,6,3
2661,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Plant Tissue Culture,KG10301,Plant Tissue Culture,,,,,3,3,2,0,5,3
2662,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Cellular Totipotency,KG10302,Plant Tissue Culture,,,,,3,4,0,0,4,1
2664,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Callus and Suspension Cultures,KG10304,Plant Tissue Culture,,,,,3,0,0,0,5,1
2665,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Single Cell Culture,KG10305,Plant Tissue Culture,,,,,1,1,3,2,4,1
2666,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Anther Culture,KG10306,Plant Tissue Culture,,,,,4,3,4,1,10,1
2667,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Embryo Culture,KG10307,Plant Tissue Culture,,,,,2,3,3,0,5,1
2668,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Ovule Culture,KG10308,Plant Tissue Culture,,,,,1,1,3,2,10,1
2669,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Ovary Culture,KG10309,Plant Tissue Culture,,,,,4,3,2,0,9,1
2670,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Regeneration of Plantlets,KG10310,Plant Tissue Culture,,,,,2,1,2,3,6,0
2671,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Establishment of Plantlets in the Field,KG10311,Plant Tissue Culture,,,,,3,1,3,2,4,0
2672,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Tissue Culture,kglm120,Applications of Plant Tissue Culture,KG10312,Plant Tissue Culture,,,,,1,1,1,1,10,0
2673,Fun with Science,Into The Future,12,Biology,Biology in Human Welfare,Strategies for Enhancement in Food Production,Plant Breeding and its process,kglm116,Somatic Hybridisation,KG10313,Plant Tissue Culture,,,,,0,0,0,0,10,0
2674,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Human Health and Disease,KG10314,Human Health and Disease,,,,,4,3,0,0,8,1
2675,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Health,KG10315,Human Health and Disease,,,,,3,3,0,0,6,2
2676,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Disease,KG10316,Human Health and Disease,,,,,3,2,4,3,4,0
2713,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Pneumonia,KG10353,"Microbial diseases: Bacteria, Virus, Fungi",,,,,3,3,1,4,6,1
2726,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Amoebiasis,KG10366,"Microbial diseases: Bacteria, Virus, Fungi",,,,,2,0,0,0,8,1
2730,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Ascariasis,KG10370,"Microbial diseases: Bacteria, Virus, Fungi",,,,,1,0,0,0,7,1
2731,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Filariasis,KG10371,"Microbial diseases: Bacteria, Virus, Fungi",,,,,2,1,0,0,7,1
2732,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Fungal Diseases,KG10372,"Microbial diseases: Bacteria, Virus, Fungi",,,,,4,0,0,0,8,4
2733,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Pathogens,KG10373,"Microbial diseases: Bacteria, Virus, Fungi",,,,,1,3,2,3,10,1
2734,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Typhoid fever,KG10374,"Microbial diseases: Bacteria, Virus, Fungi",,,,,1,2,0,0,8,1
2735,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Pneumonia,KG10375,"Microbial diseases: Bacteria, Virus, Fungi",,,,,1,0,0,0,6,1
2736,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Common cold,KG10376,"Microbial diseases: Bacteria, Virus, Fungi",,,,,1,0,0,0,4,1
2737,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Common diseases in Humans,kglm123,Malaria,KG10377,"Microbial diseases: Bacteria, Virus, Fungi",,,,,0,0,0,0,10,1
2742,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Immunity,KG10382,Immunity,,,,,4,0,0,0,8,1
2744,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Innate Immunity,KG10384,Immunity,,,,,2,1,4,4,7,1
2745,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Acquired Immunity,KG10385,Immunity,,,,,1,1,0,0,7,1
2746,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Active Immunity,KG10386,Immunity,,,,,3,4,3,4,9,1
2747,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Passive Immunity,KG10387,Immunity,,,,,3,1,3,4,7,1
2748,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Vaccines and Vaccination,KG10388,Immunity,,,,,0,0,0,0,6,0
2779,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Immune System in the Body,KG10419,Cells and organs of the Immune System,,,,,3,3,4,2,5,0
2780,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Lymphoid Organs,KG10420,Cells and organs of the Immune System,,,,,3,1,0,0,9,0
2788,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Disorders of Immune System,KG10428,Disorders of Immune System,,,,,4,3,4,1,4,0
2789,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Allergies,KG10429,Disorders of Immune System,,,,,3,0,0,0,7,0
2791,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Asthma,KG10431,Disorders of Immune System,,,,,4,3,2,1,7,0
2793,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Immunity,kglm125,Autoimmunity,KG10433,Disorders of Immune System,,,,,0,0,0,0,4,0
2795,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Acquired Immunodeficiency Syndrome (AIDS),kglm127,Acquired Immunodeficiency Syndrome,KG10435,Acquired Immunodeficiency Syndrome,,,,,1,1,0,0,8,0
2796,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Acquired Immunodeficiency Syndrome (AIDS),kglm127,Structure of AIDS Virus,KG10436,Acquired Immunodeficiency Syndrome,,,,,1,2,3,0,7,3
2797,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Acquired Immunodeficiency Syndrome (AIDS),kglm127,Prevention of AIDS,KG10437,Acquired Immunodeficiency Syndrome,,,,,3,4,0,0,8,1
2799,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Cancer,kglm129,Cancer,KG10439,Cancer,,,,,3,2,1,4,7,3
2800,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Cancer,kglm129,Types of Tumours,KG10440,Cancer,,,,,2,4,3,4,4,3
2806,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Cancer,kglm129,Causes of Cancer,KG10446,Cancer,,,,,1,0,0,0,4,3
2807,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Cancer,kglm129,Cancer Detection and Diagnosis,KG10447,Cancer,,,,,2,2,1,3,7,0
2808,A Visit to the Doctor,A Visit to the Doctor,12,Biology,Biology in Human Welfare,Human Health and Disease,Cancer,kglm129,Treatment of Cancer,KG10448,Cancer,,,,,4,4,4,1,10,0
2809,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Adolescence,KG10449,Addiction,,,,,3,2,4,2,9,2
2810,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Addiction,KG10450,Addiction,,,,,2,3,2,1,5,2
2812,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Tobacco Addiction,KG10452,Addiction,,,,,1,4,2,1,10,2
2813,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Alcoholism,KG10453,Addiction,,,,,0,0,0,0,10,2
2814,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Effects of Drug/Alcohol Abuse,KG10454,Addiction,,,,,2,2,0,0,6,2
2815,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Drug Addiction,KG10455,Addiction,,,,,1,4,2,3,8,2
2819,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Opiate Narcotics,KG10459,Addiction,,,,,0,0,0,0,10,2
2820,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Opium,KG10460,Addiction,,,,,4,2,1,1,9,2
2821,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Morphine,KG10461,Addiction,,,,,1,2,2,0,4,2
2825,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Amphetamines,KG10465,Addiction,,,,,3,1,1,3,7,2
2827,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Cocaine,KG10467,Addiction,,,,,1,4,4,3,10,2
2830,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Cannabinoids,KG10470,Addiction,,,,,3,1,4,0,6,2
2835,I Love Myself,My Safety,12,Biology,Biology in Human Welfare,Human Health and Disease,Drug and Alcohol Abuse,kglm131,Prevention and Control of Addiction,KG10475,Addiction,,,,,0,0,0,0,7,2
2837,Life,Genes And Us,12,Biology,Genetics and Evolution,Molecular Basis of Inheritance,DNA as Genetic Material,kglm134,Genetic Material,KG10477,Molecular Basis of Inheritance,,,,,0,0,0,0,9,2
2838,Life,Genes And Us,12,Biology,Genetics and Evolution,Molecular Basis of Inheritance,DNA as Genetic Material,kglm134,Evidence of DNA as Genetic Material,KG10478,Molecular Basis of Inheritance,,,,,3,4,0,0,5,4
2839,Life,Genes And Us,12,Biology,Genetics and Evolution,Molecular Basis of Inheritance,DNA as Genetic Material,kglm134,Griffith Experiment,KG10479,Molecular Basis of Inheritance,,,,,4,2,3,2,9,4
